,Country,Country Telugu
6262,Australia,ఆస్ట్రేలియా
6263,Indonesia,ఇండోనేషియా
6264,,
6265,,
6266,Brazil,బ్రెజిల్
6267,,
6268,Costa Rica,కోస్టా రికా
6269,Argentina,అర్జెంటీనా
6270,Guinea,గినియా
6271,,
6272,,
6273,Mozambique,మొజాంబిక్
6274,Peru,పెరూ
6275,Nicaragua,నికానోవా
6276,Australia,ఆస్ట్రేలియా
6277,,
6278,Mexico,మెక్సికో
6279,Philippines,ఫిలిప్పీన్స్
6280,,
6281,Australia,ఆస్ట్రేలియా
6282,Indonesia,ఇండోనేషియా
6283,Costa Rica,కోస్టా రికా
6284,Australia,ఆస్ట్రేలియా
6285,,
6286,Brazil,బ్రెజిల్
6287,Colombia,కొలంబియా
6288,,
6289,,
6290,Burundi,బుర్గుండి
6291,,
6292,Philippines,ఫిలిప్పీన్స్
6293,Bahamas,బహామాస్
6294,Ecuador,ఈక్వెడార్
6295,,
6296,Argentina,అర్జెంటీనా
6297,Guinea,గినియా
6298,Costa Rica,కోస్టా రికా
6299,,
6300,Mozambique,మొజాంబిక్
6301,,
6302,Brazil,బ్రెజిల్
6303,French Guiana,ఫ్రెంచ్ గియానా
6304,,
6305,,
6306,Mozambique,మొజాంబిక్
6307,,
6308,Colombia,కొలంబియా
6309,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
6310,Dominican Republic,డొమినికన్ రిపబ్లిక్
6311,South Africa,దక్షిణాఫ్రికా
6312,,
6313,,
6314,Argentina,అర్జెంటీనా
6315,Argentina,అర్జెంటీనా
6316,,
6317,United Arab Emirates,యునైటెడ్ అరబ్ ఎమిరేట్స్
6318,,
6319,,
6320,Brazil,బ్రెజిల్
6321,Colombia,కొలంబియా
6322,,
6323,Australia,ఆస్ట్రేలియా
6324,Pakistan,పాకిస్థాన్
6325,Australia,ఆస్ట్రేలియా
6326,Fiji,ఫిజీ
6327,,
6328,Sri Lanka,శ్రీలంక
6329,Belize,నమ్మకం
6330,South Africa,దక్షిణాఫ్రికా
6331,South Africa,దక్షిణాఫ్రికా
6332,,
6333,Paraguay,పరాగ్వే
6334,Malaysia,మలేషియా
6335,Ecuador,ఈక్వెడార్
6336,Brazil,బ్రెజిల్
6337,Colombia,కొలంబియా
6338,Philippines,ఫిలిప్పీన్స్
6339,,
6340,,
6341,Brazil,బ్రెజిల్
6342,Australia,ఆస్ట్రేలియా
6343,Sri Lanka,శ్రీలంక
6344,Guinea,గినియా
6345,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
6346,Costa Rica,కోస్టా రికా
6347,Mexico,మెక్సికో
6348,,
6349,Argentina,అర్జెంటీనా
6350,Papua New Guinea,పపువా న్యూ గినియా
6351,Colombia,కొలంబియా
6352,India,భారతదేశం
6353,,
6354,South Africa,దక్షిణాఫ్రికా
6355,Uruguay,ఉరుగ్వే
6356,China,చైనా
6357,Kuwait,కువైట్
6358,Peru,పెరూ
6359,Indonesia,ఇండోనేషియా
6360,,
6361,,
6362,Mexico,మెక్సికో
6363,Costa Rica,కోస్టా రికా
6364,Colombia,కొలంబియా
6365,Ecuador,ఈక్వెడార్
6366,,
6367,Guinea,గినియా
6368,Colombia,కొలంబియా
6369,,
6370,Colombia,కొలంబియా
6371,,
6372,Brazil,బ్రెజిల్
6373,Australia,ఆస్ట్రేలియా
6374,Colombia,కొలంబియా
6375,Guinea,గినియా
6376,,
6377,Costa Rica,కోస్టా రికా
6378,Colombia,కొలంబియా
6379,Colombia,కొలంబియా
6380,Argentina,అర్జెంటీనా
6381,India,భారతదేశం
6382,Cambodia,కంబోడియా
6383,Jamaica,జమైకా
6384,,
6385,,
6386,Colombia,కొలంబియా
6387,Ecuador,ఈక్వెడార్
6388,Philippines,ఫిలిప్పీన్స్
6389,,
6390,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
6391,,
6392,Mexico,మెక్సికో
6393,,
6394,,
6395,,
6396,Australia,ఆస్ట్రేలియా
6397,India,భారతదేశం
6398,Malaysia,మలేషియా
6399,Myanmar,మయన్మార్
6400,Bangladesh,బంగ్లాదేశ్
6401,Malaysia,మలేషియా
6402,Australia,ఆస్ట్రేలియా
6403,,
6404,,
6405,,
6406,,
6407,,
6408,Japan,జపాన్
6409,Cuba,క్యూబా
6410,Argentina,అర్జెంటీనా
6411,Colombia,కొలంబియా
6412,Colombia,కొలంబియా
6413,,
6414,French Guiana,ఫ్రెంచ్ గియానా
6415,Equatorial Guinea,భూమధ్యరేఖ గినియా
6416,Cameroon,కామెరూన్
6417,Solomon Islands,సోలమన్ దీవులు
6418,Colombia,కొలంబియా
6419,Guinea,గినియా
6420,Argentina,అర్జెంటీనా
6421,Indonesia,ఇండోనేషియా
6422,Guinea,గినియా
6423,Colombia,కొలంబియా
6424,,
6425,,
6426,Antarctica,అంటార్కిటికా
6427,New Zealand,న్యూజిలాండ్
6428,,
6429,Angola,అంగోల్వా
6430,Brazil,బ్రెజిల్
6431,Brazil,బ్రెజిల్
6432,New Caledonia,న్యూ కాలెడోనియా
6433,Namibia,నమిబియా
6434,,
6435,Japan,జపాన్
6436,Colombia,కొలంబియా
6437,,
6438,French Polynesia,ఫ్రెంచ్ పాలినేషియా
6439,Ecuador,ఈక్వెడార్
6440,Australia,ఆస్ట్రేలియా
6441,,
6442,,
6443,,
6444,,
6445,Wallis and Futuna,వాలీస్ మరియు ఫ్యూటానా
6446,China,చైనా
6447,Australia,ఆస్ట్రేలియా
6448,,
6449,,
6450,Nicaragua,నికానోవా
6451,,
6452,Ecuador,ఈక్వెడార్
6453,,
6454,,
6455,Ecuador,ఈక్వెడార్
6456,,
6457,,
6458,New Zealand,న్యూజిలాండ్
6459,,
6460,United States,యునైటెడ్ స్టేట్స్
6461,Mexico,మెక్సికో
6462,Philippines,ఫిలిప్పీన్స్
6463,Bangladesh,బంగ్లాదేశ్
6464,,
6465,,
6466,,
6467,India,భారతదేశం
6468,Australia,ఆస్ట్రేలియా
6469,Australia,ఆస్ట్రేలియా
6470,Sri Lanka,శ్రీలంక
6471,,
6472,,
6473,Panama,పనామా
6474,Guinea,గినియా
6475,Bangladesh,బంగ్లాదేశ్
6476,India,భారతదేశం
6477,,
6478,Papua New Guinea,పపువా న్యూ గినియా
6479,French Guiana,ఫ్రెంచ్ గియానా
6480,,
6481,India,భారతదేశం
6482,Palau,పలావు
6483,Solomon Islands,సోలమన్ దీవులు
6484,Palau,పలావు
6485,Palau,పలావు
6486,Palau,పలావు
6487,Palau,పలావు
6488,,
6489,,
6490,Palau,పలావు
6491,Philippines,ఫిలిప్పీన్స్
6492,Philippines,ఫిలిప్పీన్స్
6493,,
6494,Philippines,ఫిలిప్పీన్స్
6495,Philippines,ఫిలిప్పీన్స్
6496,Philippines,ఫిలిప్పీన్స్
6497,Philippines,ఫిలిప్పీన్స్
6498,,
6499,Philippines,ఫిలిప్పీన్స్
6500,Philippines,ఫిలిప్పీన్స్
6501,Philippines,ఫిలిప్పీన్స్
6502,Mozambique,మొజాంబిక్
6503,Brazil,బ్రెజిల్
6504,Bangladesh,బంగ్లాదేశ్
6505,,
6506,Indonesia,ఇండోనేషియా
6507,Pakistan,పాకిస్థాన్
6508,,
6509,China,చైనా
6510,,
6511,South Sudan,దక్షిణ సుడాన్
6512,Afghanistan,ఆఫ్ఘనిస్తాన్
6513,Afghanistan,ఆఫ్ఘనిస్తాన్
6514,,
6515,Philippines,ఫిలిప్పీన్స్
6516,Kenya,కెన్యా
6517,Colombia,కొలంబియా
6518,French Guiana,ఫ్రెంచ్ గియానా
6519,Indonesia,ఇండోనేషియా
6520,Colombia,కొలంబియా
6521,,
6522,Indonesia,ఇండోనేషియా
6523,Peru,పెరూ
6524,Bangladesh,బంగ్లాదేశ్
6525,Mozambique,మొజాంబిక్
6526,Bangladesh,బంగ్లాదేశ్
6527,Guinea,గినియా
6528,,
6529,Mexico,మెక్సికో
6530,Indonesia,ఇండోనేషియా
6531,,
6532,Costa Rica,కోస్టా రికా
6533,Colombia,కొలంబియా
6534,Ecuador,ఈక్వెడార్
6535,Brazil,బ్రెజిల్
6536,India,భారతదేశం
6537,,
6538,Argentina,అర్జెంటీనా
6539,,
6540,Colombia,కొలంబియా
6541,Ecuador,ఈక్వెడార్
6542,Colombia,కొలంబియా
6543,,
6544,,
6545,,
6546,,
6547,,
6548,,
6549,Ecuador,ఈక్వెడార్
6550,Colombia,కొలంబియా
6551,Indonesia,ఇండోనేషియా
6552,Australia,ఆస్ట్రేలియా
6553,Bangladesh,బంగ్లాదేశ్
6554,Colombia,కొలంబియా
6555,,
6556,,
6557,Ecuador,ఈక్వెడార్
6558,Colombia,కొలంబియా
6559,,
6560,,
6561,Indonesia,ఇండోనేషియా
6562,,
6563,,
6564,Peru,పెరూ
6565,,
6566,,
6567,Solomon Islands,సోలమన్ దీవులు
6568,Argentina,అర్జెంటీనా
6569,Costa Rica,కోస్టా రికా
6570,South Africa,దక్షిణాఫ్రికా
6571,Brazil,బ్రెజిల్
6572,Australia,ఆస్ట్రేలియా
6573,,
6574,Turkmenistan,థర్మింటన్
6575,Indonesia,ఇండోనేషియా
6576,,
6577,Mongolia,మంగోలియా
6578,,
6579,Kazakhstan,కజాఖ్స్తాన్
6580,,
6581,Papua New Guinea,పపువా న్యూ గినియా
6582,Colombia,కొలంబియా
6583,Netherlands,నెదర్లాండ్స్
6584,,
6585,,
6586,Brazil,బ్రెజిల్
6587,,
6588,Guinea,గినియా
6589,Dominican Republic,డొమినికన్ రిపబ్లిక్
6590,Solomon Islands,సోలమన్ దీవులు
6591,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
6592,,
6593,Dominican Republic,డొమినికన్ రిపబ్లిక్
6594,Gambia,గంబియా
6595,,
6596,Argentina,అర్జెంటీనా
6597,,
6598,Costa Rica,కోస్టా రికా
6599,,
6600,,
6601,,
6602,Somalia,సోమాలియా
6603,,
6604,Australia,ఆస్ట్రేలియా
6605,Australia,ఆస్ట్రేలియా
6606,Guinea,గినియా
6607,,
6608,Guinea,గినియా
6609,Guinea,గినియా
6610,,
6611,Ireland,ఐర్లాండ్
6612,,
6613,Guinea,గినియా
6614,Guinea,గినియా
6615,Australia,ఆస్ట్రేలియా
6616,,
6617,Guinea,గినియా
6618,,
6619,Guinea,గినియా
6620,Guinea,గినియా
6621,Guinea,గినియా
6622,Guinea,గినియా
6623,Guinea,గినియా
6624,,
6625,Guinea,గినియా
6626,Guinea,గినియా
6627,Guinea,గినియా
6628,Burundi,బుర్గుండి
6629,Burundi,బుర్గుండి
6630,Burundi,బుర్గుండి
6631,Brazil,బ్రెజిల్
6632,,
6633,Papua New Guinea,పపువా న్యూ గినియా
6634,French Guiana,ఫ్రెంచ్ గియానా
6635,Australia,ఆస్ట్రేలియా
6636,Australia,ఆస్ట్రేలియా
6637,New Zealand,న్యూజిలాండ్
6638,,
6639,,
6640,,
6641,Colombia,కొలంబియా
6642,Argentina,అర్జెంటీనా
6643,,
6644,Colombia,కొలంబియా
6645,,
6646,,
6647,Peru,పెరూ
6648,,
6649,,
6650,Colombia,కొలంబియా
6651,Ecuador,ఈక్వెడార్
6652,Peru,పెరూ
6653,,
6654,Ecuador,ఈక్వెడార్
6655,,
6656,Australia,ఆస్ట్రేలియా
6657,,
6658,,
6659,Argentina,అర్జెంటీనా
6660,Argentina,అర్జెంటీనా
6661,Argentina,అర్జెంటీనా
6662,Argentina,అర్జెంటీనా
6663,,
6664,Argentina,అర్జెంటీనా
6665,Argentina,అర్జెంటీనా
6666,,
6667,,
6668,Colombia,కొలంబియా
6669,Australia,ఆస్ట్రేలియా
6670,Argentina,అర్జెంటీనా
6671,Brazil,బ్రెజిల్
6672,,
6673,Indonesia,ఇండోనేషియా
6674,South Africa,దక్షిణాఫ్రికా
6675,Argentina,అర్జెంటీనా
6676,,
6677,Colombia,కొలంబియా
6678,Brazil,బ్రెజిల్
6679,Argentina,అర్జెంటీనా
6680,,
