,Common Name,Kingdom,Phylum,Class,Order,Family,Genus,SPECIES,Continents,Countries,Biome,Lifestyle,Seasonal behavior,Ref,Animalia_Link,Regions,Subcontinents,Group name,Islands,Introduced Countries,Subclass,Infraclass,Superorder,Suborder,Subfamily,Oceans,Seas,Tribe,SUBSPECIES OF
0,oriental-cuckoo,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,Cuculus optatus,"Europe,",Asia,"Forest,Shrubland","Terrestrial, ,Oviparous, ,Altricial",Migrating,"https://en.wikipedia.org/wiki/Oriental_cuckoo,https://www.iucnredlist.org/species/61450351/155502296,https://xeno-canto.org/675284",https://animalia.bio/oriental-cuckoo/,,,,,,,,,,,,,,
0,oriental-darter,Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,Anhinga melanogaster,Asia,"India,","Estuaries,Riparian,Freshwater,Forest,Neritic zone,Wetlands,Coastal,Marine,Rocky areas","Arboreal, ,Natatorial, ,Terrestrial, ,Congregatory, ,Oviparous, ,Soaring, ,Gliding",Not a migrant,"https://en.wikipedia.org/wiki/Oriental_darter,https://www.iucnredlist.org/species/22696712/93582012,https://xeno-canto.org/684290",https://animalia.bio/oriental-darter/,,,,,,Neornithes,Neognathae,Neoaves,,,,,,
0,oriental-dollarbird,Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Eurystomus,Eurystomus orientalis,Asia,"China,","Anthropogenic biome,Forest,Shrubland","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Oriental_dollarbird,https://www.iucnredlist.org/species/22682920/92968881,https://xeno-canto.org/704454",https://animalia.bio/oriental-dollarbird/,,,,,,Neornithes,Neognathae,Neoaves,,,,,,
0,oriental-dwarf-kingfisher,,,,,,,,,,,,,,https://animalia.bio/oriental-dwarf-kingfisher/,,,,,,,,,,,,,,
0,oriental-hobby,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco severus,Asia,"China,","Freshwater,Anthropogenic biome,Forest,Grassland,Rocky areas,Woodland","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Oriental_hobby,https://www.iucnredlist.org/species/22696470/93565954",https://animalia.bio/oriental-hobby/,,,,,,,,,,,,,,
0,oriental-magpie,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,Pica serica,,"China,",,Oviparous,,"https://en.wikipedia.org/wiki/Oriental_magpie,https://xeno-canto.org/663435",https://animalia.bio/oriental-magpie/,"Myanmar,",,,,,,,,,,,,,
0,oriental-magpierobin,,,,,,,,,,,,,,https://animalia.bio/oriental-magpierobin/,,,,,,,,,,,,,,
0,oriental-pied-hornbill,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Anthracoceros,Anthracoceros albirostris,Asia,"China,","Anthropogenic biome,Forest,Savanna,Agricultural,Woodland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Oriental_pied_hornbill,https://www.iucnredlist.org/species/22682437/184925767,https://xeno-canto.org/669536",https://animalia.bio/oriental-pied-hornbill/,,,,,,,,,,,,,,
0,oriental-plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius veredus,Asia,"China,","Freshwater,Anthropogenic biome,Desert,Grassland,Intertidal zone,Rocky areas,Wetlands,Marine",,,"https://en.wikipedia.org/wiki/Oriental_plover,https://www.iucnredlist.org/species/22693872/93428298,https://xeno-canto.org/411921",https://animalia.bio/oriental-plover/,"Hong Kong,",,,,,,,,,,,,,
0,oriental-pratincole,Animalia,Chordata,Aves,Charadriiformes,Glareolidae,Glareola,Glareola maldivarum,"Asia,",Africa,"Freshwater,Anthropogenic biome,Grassland,Intertidal zone,Wetlands,Marine","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial",Migrating,"https://en.wikipedia.org/wiki/Oriental_pratincole,https://www.iucnredlist.org/species/22694132/93440161,https://xeno-canto.org/630196",https://animalia.bio/oriental-pratincole/,"China,",,,,,,,,,,,,,
0,oriental-reed-warbler,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus orientalis,Asia,"China,","Freshwater,Anthropogenic biome,Grassland,Savanna,Shrubland,Wetlands,Marsh","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Oriental_reed_warbler,https://www.iucnredlist.org/species/22734033/104329496,https://xeno-canto.org/680972",https://animalia.bio/oriental-reed-warbler/,,,,,,,,,,,,,,
0,oriental-scops-owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,Otus sunia,Asia,"China,","Anthropogenic biome,Forest,Shrubland","Terrestrial, ,Oviparous, ,Altricial",Migrating,"https://en.wikipedia.org/wiki/Oriental_scops_owl,https://www.iucnredlist.org/species/22728969/95001357,https://xeno-canto.org/652256",https://animalia.bio/oriental-scops-owl/,,,,,,,,,,,,,,
0,oriental-skylark,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alauda,Alauda gulgula,Asia,"China,","Freshwater,Anthropogenic biome,Grassland,Intertidal zone,Shrubland,Wetlands,Marine,Mountains","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Oriental_skylark,https://www.iucnredlist.org/species/22717424/94531143,https://xeno-canto.org/659370",https://animalia.bio/oriental-skylark/,,,,,,,,,,,,,,
0,oriental-stork,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,Ciconia boyciana,Asia,"China,","Freshwater,Forest,Wetlands,Coastal,Anthropogenic biome,Marine,Marsh","Terrestrial, ,Congregatory, ,Oviparous, ,Soaring",Migrating,"https://en.wikipedia.org/wiki/Oriental_stork,https://www.iucnredlist.org/species/22697695/131942061",https://animalia.bio/oriental-stork/,,,,,,,,,,,,,,
0,oriental-turtle-dove,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia orientalis,Asia,"China,","Anthropogenic biome,Forest,Shrubland,Woodland,Taiga","Terrestrial, ,Oviparous, ,Gliding",Migrating,"https://en.wikipedia.org/wiki/Oriental_turtle_dove,https://www.iucnredlist.org/species/22690439/93273750,https://xeno-canto.org/652718",https://animalia.bio/oriental-turtle-dove/,,,,,,,,,,,,,,
0,oriente-warbler,Animalia,Chordata,Aves,Passeriformes,Teretistridae,Teretistris,Teretistris fornsi,North America,Cuba,"Forest,Shrubland,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Oriente_warbler,https://www.iucnredlist.org/species/22721870/94736328,https://xeno-canto.org/574059",https://animalia.bio/oriente-warbler/,,,,,,,,,,,,,,
0,orinoco-goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Neochen,Neochen jubata,South America,"Ecuador,","Freshwater,Forest,Savanna,Wetlands,Woodland,Marsh","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial,  ,Territorial, ,Waterfowl",Not a migrant,"https://en.wikipedia.org/wiki/Orinoco_goose,https://www.iucnredlist.org/species/22679987/92837649,https://xeno-canto.org/704185",https://animalia.bio/orinoco-goose/,,,,,,,,,,,,,,
0,orinoco-piculet,Animalia,Chordata,Aves,Piciformes,Picidae,Picumnus,Picumnus pumilus,South America,"Brazil,","Forest,Rainforest,Savanna,Shrubland",,,"https://en.wikipedia.org/wiki/Orinoco_piculet,https://www.iucnredlist.org/species/22680700/92873502,https://xeno-canto.org/706536",https://animalia.bio/orinoco-piculet/,,,,,,,,,,,,,,
0,orinoco-saltator,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Saltator,Saltator orenocensis,South America,"Colombia,","Forest,Shrubland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Orinoco_saltator,https://www.iucnredlist.org/species/22723885/132170092,https://xeno-canto.org/694164",https://animalia.bio/orinoco-saltator/,,,,,,,,,,,,,,
0,orinoco-softtail,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Thripophaga,Thripophaga cherriei,South America,"Colombia,","Freshwater,Forest,Wetlands,Riparian",,,"https://en.wikipedia.org/wiki/Orinoco_softtail,https://www.iucnredlist.org/species/22702585/152662274,https://xeno-canto.org/693918",https://animalia.bio/orinoco-softtail/,,,,,,,,,,,,,,
0,oriole-blackbird,Animalia,Chordata,Aves,Passeriformes,Icteridae,Gymnomystax,Gymnomystax mexicanus,South America,"Ecuador,","Freshwater,Anthropogenic biome,Grassland,Savanna,Shrubland,Forest,Wetlands,Marsh,Swamp","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Oriole_blackbird,https://www.iucnredlist.org/species/22724166/132027095,https://xeno-canto.org/572493",https://animalia.bio/oriole-blackbird/,"Brazil,",,,,,,,,,,,,,
0,oriole-finch,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linurgus,Linurgus olivaceus,Africa,"Burundi,","Forest,Mountains,Montane forest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Oriole_finch,https://www.iucnredlist.org/species/22720319/132137365",https://animalia.bio/oriole-finch/,,,,,,,,,,,,,,
0,oriole-warbler,Animalia,Chordata,Aves,Passeriformes,Cisticolidae,Hypergerus,Hypergerus atriceps,Africa,"Benin,","Freshwater,Anthropogenic biome,Forest,Shrubland,Wetlands","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Oriole_warbler,https://www.iucnredlist.org/species/22713842/94391340,https://xeno-canto.org/690037",https://animalia.bio/oriole-warbler/,,,,,,,,,,,,,,
0,oriole-whistler,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Pachycephala,Pachycephala orioloides,,"Papua New Guinea,","Anthropogenic biome,Forest,Savanna,Shrubland",,,"https://en.wikipedia.org/wiki/Oriole_whistler,https://www.iucnredlist.org/species/103693418/104273927,https://xeno-canto.org/465848",https://animalia.bio/oriole-whistler/,,,,,,,,,,,,,,
0,ornate-flycatcher,,,,,,,,,,,,,,https://animalia.bio/ornate-flycatcher/,,,,,,,,,,,,,,
0,ornate-fruit-dove,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,Ptilinopus ornatus,Asia,Indonesia,"Forest,Mountains","Terrestrial, ,Nomadic, ,Oviparous",,"https://en.wikipedia.org/wiki/Ornate_fruit_dove,https://www.iucnredlist.org/species/22728052/94969424",https://animalia.bio/ornate-fruit-dove/,,,,,,,,,,,,,,
0,ornate-hawkeagle,,,,,,,,,,,,,,https://animalia.bio/ornate-hawkeagle/,,,,,,,,,,,,,,
0,ornate-lorikeet,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Trichoglossus,Trichoglossus ornatus,Asia,Indonesia,"Freshwater,Anthropogenic biome,Forest,Wetlands,Agricultural,Woodland,Mangrove","Terrestrial, ,Oviparous, ,Arboreal",Not a migrant,"https://en.wikipedia.org/wiki/Ornate_lorikeet,https://www.iucnredlist.org/species/22684531/93034664,https://xeno-canto.org/413938",https://animalia.bio/ornate-lorikeet/,,,,,,,,,,,,,,
0,ornate-melidectes,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melidectes,Melidectes torquatus,Asia,"Papua New Guinea,","Anthropogenic biome,Forest,Mountains","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Ornate_melidectes,https://www.iucnredlist.org/species/22704288/130260589,https://xeno-canto.org/502596",https://animalia.bio/ornate-melidectes/,,,,,,,,,,,,,,
0,ornate-stipplethroat,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla ornata,South America,"Ecuador,","Freshwater,Forest,Wetlands,Swamp","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Ornate_stipplethroat,https://www.iucnredlist.org/species/103657276/93832041,https://xeno-canto.org/709647",https://animalia.bio/ornate-stipplethroat/,,,,,,,,,,,,,,
0,ornate-tinamou,Animalia,Chordata,Aves,Struthioniformes,Tinamidae,Nothoprocta,Nothoprocta ornata,South America,"Chile,","Anthropogenic biome,Grassland,Shrubland,Agricultural",,,"https://en.wikipedia.org/wiki/Ornate_tinamou,https://www.iucnredlist.org/species/22678254/92763523,https://xeno-canto.org/506310",https://animalia.bio/ornate-tinamou/,,,,,,,,,,,,,,
0,ortolan-bunting,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza hortulana,"Europe,",Africa,"Temperate grasslands,Mediterranean forests, woodlands, and scrub,Shrubland,Anthropogenic biome,Desert,Grassland,Agricultural","Arboreal, ,Terrestrial, ,Altricial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Ortolan_bunting,https://www.iucnredlist.org/species/22720916/111136121,https://xeno-canto.org/705513",https://animalia.bio/ortolan-bunting/,,"Asia,",,,,,,,,,,,,
0,osprey,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,Pandion haliaetus,"Europe,","Africa,","Lakes,Mangrove,Rivers,Intertidal zone,Estuaries,Wetlands,Brackish water,Coastal,Forest,Freshwater,Marsh,Mountains,Rainforest,Riparian,Marine,Anthropogenic biome,Suburban,Swamp,Urban wildlife,Neritic zone","Arboreal, ,Predator, ,Altricial, ,Soaring birds, ,Cosmopolitan, ,Terrestrial, ,Congregatory, ,Oviparous, ,Soaring",Migrating,"https://en.wikipedia.org/wiki/Osprey,https://www.iucnredlist.org/species/22694938/155519951,https://xeno-canto.org/698949",https://animalia.bio/osprey/,,"Asia,","aerie, boil, cast, kettle, lease",,,,,,,,,,,
0,otago-shag,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Leucocarbo,Leucocarbo chalconotus,,New Zealand,"Intertidal zone,Neritic zone,Coastal,Marine,Rocky areas","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Otago_shag,https://www.iucnredlist.org/species/22696853/133556225",https://animalia.bio/otago-shag/,,,,,,Neornithes,Neognathae,Neoaves,,,,,,
0,ōū,,,,,,,,,,,,,,https://animalia.bio/ōū/,,,,,,,,,,,,,,
0,oustalets-sunbird,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Cinnyris,Cinnyris oustaleti,Africa,"Angola,","Savanna,Shrubland",,,"https://en.wikipedia.org/wiki/Oustalet's_sunbird,https://www.iucnredlist.org/species/22717841/94554825",https://animalia.bio/oustalets-sunbird/,,,,,,,,,,,,,,
0,oustalets-tyrannulet,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Phylloscartes,Phylloscartes oustaleti,South America,Brazil,Forest,,,"https://en.wikipedia.org/wiki/Oustalet's_tyrannulet,https://www.iucnredlist.org/species/22699509/93734913,https://xeno-canto.org/391234",https://animalia.bio/oustalets-tyrannulet/,,,,,,,,,,,,,,
0,outcrop-sabrewing,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Campylopterus,Campylopterus calcirupicola,,Brazil,Forest,,,"https://en.wikipedia.org/wiki/Outcrop_sabrewing,https://xeno-canto.org/621947",https://animalia.bio/outcrop-sabrewing/,,,,,,,,,,,,,,
0,outcrop-sabrewing---,,,,,,,,,,,,,,https://animalia.bio/outcrop-sabrewing---/,,,,,,,,,,,,,,
0,ouvea-parakeet,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eunymphicus,Eunymphicus uvaeensis,,,"Forest,Agricultural,Anthropogenic biome",,,"https://en.wikipedia.org/wiki/Ouvea_parakeet,https://www.iucnredlist.org/species/22728354/119198872,https://xeno-canto.org/40145",https://animalia.bio/ouvea-parakeet/,New Caledonia,,,,,,,,,,,,,
0,ovambo-sparrowhawk,,,,,,,,,,,,,,https://animalia.bio/ovambo-sparrowhawk/,,,,,,,,,,,,,,
0,ovenbird,Animalia,Chordata,Aves,Passeriformes,Parulidae,Seiurus,Seiurus aurocapilla,"North America,",South America,"Forest,Woodland,Mountains,Wetlands,Marsh","Terrestrial, ,Oviparous, ,Altricial, ,Burrowing, ,Territorial",Migrating,"https://en.wikipedia.org/wiki/Ovenbird,https://www.iucnredlist.org/species/22721779/132148644,https://xeno-canto.org/703898",https://animalia.bio/ovenbird/,"Antigua and Barbuda,",,,,,,,,,,,,,
0,owstons-tit,Animalia,Chordata,Aves,Passeriformes,Paridae,Sittiparus,Sittiparus owstoni,Asia,Japan,"Anthropogenic biome,Forest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Owston's_tit,https://www.iucnredlist.org/species/103758982/118641514,https://xeno-canto.org/410394",https://animalia.bio/owstons-tit/,,,,,,,,,,,,,,
0,pacific-antwren,,,,,,,,,,,,,,https://animalia.bio/pacific-antwren/,,,,,,,,,,,,,,
0,pacific-baza,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aviceda,Aviceda subcristata,Asia,"Australia,","Freshwater,Forest,Savanna,Wetlands","Terrestrial, ,Oviparous, ,Altricial, ,Soaring",Not a migrant,"https://en.wikipedia.org/wiki/Pacific_baza,https://www.iucnredlist.org/species/22694961/95221429,https://xeno-canto.org/612922",https://animalia.bio/pacific-baza/,,,,,,,,,,,,,,
0,pacific-black-duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas superciliosa,"Asia,",Southeast Asia,"Flooded grasslands and savannas,Intertidal zone,Estuaries,Wetlands,Freshwater,Neritic zone,Anthropogenic biome,Marine,Agricultural","Semiaquatic, ,Shorebirds, ,Waterfowl, ,Precocial, ,Terrestrial, ,Congregatory, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Pacific_black_duck,https://www.iucnredlist.org/species/22680217/92849931,https://xeno-canto.org/611320",https://animalia.bio/pacific-black-duck/,,Oceania,"badelynge, brace, bunch, flock, paddling, raft",,,,,,,,,,,
0,pacific-elaenia,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiopagis,Myiopagis subplacens,South America,"Ecuador,","Forest,Shrubland",,,"https://en.wikipedia.org/wiki/Pacific_elaenia,https://www.iucnredlist.org/species/22699239/93720486,https://xeno-canto.org/705114",https://animalia.bio/pacific-elaenia/,,,,,,,,,,,,,,
0,pacific-emerald-dove,Animalia,Chordata,Aves,Columbiformes,Columbidae,Chalcophaps,Chalcophaps longirostris,Asia,"Australia,","Anthropogenic biome,Forest,Agricultural,Rainforest,Woodland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Pacific_emerald_dove,https://www.iucnredlist.org/species/22725548/94895730,https://xeno-canto.org/613070",https://animalia.bio/pacific-emerald-dove/,"Papua New Guinea,",,,,,,,,,,,,,
0,pacific-flatbill,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Rhynchocyclus,Rhynchocyclus pacificus,South America,"Ecuador,",Forest,,,"https://en.wikipedia.org/wiki/Pacific_flatbill,https://www.iucnredlist.org/species/22729308/95012109,https://xeno-canto.org/275436",https://animalia.bio/pacific-flatbill/,,,,,,,,,,,,,,
0,pacific-golden-plover,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis fulva,"North America,","Asia,","Lakes,Tundra,Mangrove,Intertidal zone,Wetlands,Shrubland,Freshwater,Anthropogenic biome,Forest,Grassland,Coastal,Marine","Terrestrial, ,Wading birds, ,Shorebirds, ,Precocial, ,Congregatory, ,Oviparous, ,Wading birds",Migrating,"https://en.wikipedia.org/wiki/Pacific_golden_plover,https://www.iucnredlist.org/species/22693735/155529922,https://xeno-canto.org/691956",https://animalia.bio/pacific-golden-plover/,,"Europe,","stand, wing, congregation",,,,,,,,,,,
0,pacific-gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus pacificus,,Australia,"Intertidal zone,Neritic zone,Coastal,Marine,Rocky areas","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Soaring, ,Seabird",Not a migrant,"https://en.wikipedia.org/wiki/Pacific_gull,https://www.iucnredlist.org/species/22694279/132537859,https://xeno-canto.org/383925",https://animalia.bio/pacific-gull/,,,,,,,,,,,,,,
0,pacific-hornero,,,,,,,,,,,,,,https://animalia.bio/pacific-hornero/,,,,,,,,,,,,,,
0,pacific-imperial-pigeon,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ducula,Ducula pacifica,,"Kiribati,","Forest,Shrubland,Mountains",,,"https://en.wikipedia.org/wiki/Pacific_imperial_pigeon,https://www.iucnredlist.org/species/22691658/93319934,https://xeno-canto.org/613080",https://animalia.bio/pacific-imperial-pigeon/,"Papua New Guinea,",,,,,,,,,,,,,
0,pacific-kingfisher,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus sacer,,"Fiji,","Agricultural,Anthropogenic biome,Burrows,Forest,Woodland,Grassland,Mangrove,Neritic zone,Mountains,Rocky areas,Wetlands,Swamp","Oviparous, ,Burrowing, ,Gliding",,"https://en.wikipedia.org/wiki/Pacific_kingfisher,https://xeno-canto.org/613074",https://animalia.bio/pacific-kingfisher/,"Solomon Islands,",,,,,Neornithes,Neognathae,Neoaves,Alcedini,Halcyoninae,,,,
0,pacific-koel,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Eudynamys,Eudynamys orientalis,Asia,"Australia,","Anthropogenic biome,Forest,Shrubland,Agricultural,Woodland","Terrestrial, ,Oviparous, ,Altricial",Migrating,"https://en.wikipedia.org/wiki/Pacific_koel,https://www.iucnredlist.org/species/61432919/95168223,https://xeno-canto.org/694102",https://animalia.bio/pacific-koel/,,,,,,,,,,,,,,
0,pacific-longtailed-cuckoo,,,,,,,,,,,,,,https://animalia.bio/pacific-longtailed-cuckoo/,,,,,,,,,,,,,,
0,pacific-loon,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia pacifica,"North America,",Asia,"Coastal,Lakes,Freshwater,Neritic zone,Wetlands,Marine,Tundra","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial",Migrating,"https://en.wikipedia.org/wiki/Pacific_loon,https://www.iucnredlist.org/species/22697839/132607134,https://xeno-canto.org/691192",https://animalia.bio/pacific-loon/,,,,,,,,,,,,,,
0,pacific-parakeet,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacara,Psittacara strenuus,,Nicaragua,,,,"https://en.wikipedia.org/wiki/Pacific_parakeet,https://xeno-canto.org/433798",https://animalia.bio/pacific-parakeet/,,,,,,,,,,,,,,
0,pacific-parrotlet,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,Forpus coelestis,South America,"Ecuador,","Anthropogenic biome,Forest,Shrubland,Agricultural,Woodland","Terrestrial, ,Oviparous, ,Arboreal",Not a migrant,"https://en.wikipedia.org/wiki/Pacific_parrotlet,https://www.iucnredlist.org/species/22685949/118857740,https://xeno-canto.org/694908",https://animalia.bio/pacific-parrotlet/,,,,,,,,,,,,,,
0,pacific-pygmy-owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,Glaucidium peruanum,South America,"Ecuador,","Freshwater,Anthropogenic biome,Forest,Shrubland,Wetlands,Agricultural","Terrestrial, ,Oviparous, ,Altricial",Not a migrant,"https://en.wikipedia.org/wiki/Pacific_pygmy_owl,https://www.iucnredlist.org/species/22689253/93223829,https://xeno-canto.org/672310",https://animalia.bio/pacific-pygmy-owl/,,,,,,,,,,,,,,
0,pacific-reef-heron,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta sacra,Asia,"China,","Forest,Intertidal zone,Neritic zone,Coastal,Marine","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Altricial, ,Soaring",Migrating,"https://en.wikipedia.org/wiki/Pacific_reef_heron,https://www.iucnredlist.org/species/22696980/131759460,https://xeno-canto.org/108895",https://animalia.bio/pacific-reef-heron/,"Japan,",,,,,Neornithes,Neognathae,Neoaves,,,,,,
0,pacific-robin,Animalia,Chordata,Aves,Passeriformes,Petroicidae,Petroica,Petroica pusilla,,"Papua New Guinea,","Anthropogenic biome,Forest,Savanna",,,"https://en.wikipedia.org/wiki/Pacific_robin,https://www.iucnredlist.org/species/103734840/157467789,https://xeno-canto.org/602024",https://animalia.bio/pacific-robin/,,,,,,,,,,,,,,
